"CustomerID","FullName","Email","Country","CreatedAt"
"395","Customer 395","cust395@example.com","Netherlands","06/30/2025 00:00:00"
"396","Customer 396","cust396@example.com","Norway","06/27/2025 00:00:00"
"397","Customer 397","cust397@example.com","New Zealand","06/24/2025 00:00:00"
"398","Customer 398","cust398@example.com","Sweden","06/21/2025 00:00:00"
"399","Customer 399","cust399@example.com","United States","06/18/2025 00:00:00"
"400","Customer 400","cust400@example.com","South Africa","06/15/2025 00:00:00"
"401","Customer 401","cust401@example.com","Australia","06/12/2025 00:00:00"
"402","Customer 402","cust402@example.com","Belgium","06/09/2025 00:00:00"
"403","Customer 403","cust403@example.com","Brazil","06/06/2025 00:00:00"
"404","Customer 404","cust404@example.com","Canada","06/03/2025 00:00:00"
"405","Customer 405","cust405@example.com","Germany","05/31/2025 00:00:00"
"406","Customer 406","cust406@example.com","Denmark","05/28/2025 00:00:00"
"407","Customer 407","cust407@example.com","Spain","05/25/2025 00:00:00"
"408","Customer 408","cust408@example.com","Finland","05/22/2025 00:00:00"
"409","Customer 409","cust409@example.com","France","05/19/2025 00:00:00"
"410","Customer 410","cust410@example.com","United Kingdom","05/16/2025 00:00:00"
"411","Customer 411","cust411@example.com","India","05/13/2025 00:00:00"
"412","Customer 412","cust412@example.com","Italy","05/10/2025 00:00:00"
"413","Customer 413","cust413@example.com","Japan","05/07/2025 00:00:00"
"414","Customer 414","cust414@example.com","Mexico","05/04/2025 00:00:00"
"415","Customer 415","cust415@example.com","Netherlands","05/01/2025 00:00:00"
"416","Customer 416","cust416@example.com","Norway","04/28/2025 00:00:00"
"417","Customer 417","cust417@example.com","New Zealand","04/25/2025 00:00:00"
"418","Customer 418","cust418@example.com","Sweden","04/22/2025 00:00:00"
"419","Customer 419","cust419@example.com","United States","04/19/2025 00:00:00"
"420","Customer 420","cust420@example.com","South Africa","04/16/2025 00:00:00"
"421","Customer 421","cust421@example.com","Australia","04/13/2025 00:00:00"
"422","Customer 422","cust422@example.com","Belgium","04/10/2025 00:00:00"
"423","Customer 423","cust423@example.com","Brazil","04/07/2025 00:00:00"
"424","Customer 424","cust424@example.com","Canada","04/04/2025 00:00:00"
"425","Customer 425","cust425@example.com","Germany","04/01/2025 00:00:00"
"426","Customer 426","cust426@example.com","Denmark","03/29/2025 00:00:00"
"427","Customer 427","cust427@example.com","Spain","03/26/2025 00:00:00"
"428","Customer 428","cust428@example.com","Finland","03/23/2025 00:00:00"
"429","Customer 429","cust429@example.com","France","03/20/2025 00:00:00"
"430","Customer 430","cust430@example.com","United Kingdom","03/17/2025 00:00:00"
"431","Customer 431","cust431@example.com","India","03/14/2025 00:00:00"
"432","Customer 432","cust432@example.com","Italy","03/11/2025 00:00:00"
"433","Customer 433","cust433@example.com","Japan","03/08/2025 00:00:00"
"434","Customer 434","cust434@example.com","Mexico","03/05/2025 00:00:00"
"435","Customer 435","cust435@example.com","Netherlands","03/02/2025 00:00:00"
"436","Customer 436","cust436@example.com","Norway","02/27/2025 00:00:00"
"437","Customer 437","cust437@example.com","New Zealand","02/24/2025 00:00:00"
"438","Customer 438","cust438@example.com","Sweden","02/21/2025 00:00:00"
"439","Customer 439","cust439@example.com","United States","02/18/2025 00:00:00"
"440","Customer 440","cust440@example.com","South Africa","02/15/2025 00:00:00"
"441","Customer 441","cust441@example.com","Australia","02/12/2025 00:00:00"
"442","Customer 442","cust442@example.com","Belgium","02/09/2025 00:00:00"
"443","Customer 443","cust443@example.com","Brazil","02/06/2025 00:00:00"
"444","Customer 444","cust444@example.com","Canada","02/03/2025 00:00:00"
"445","Customer 445","cust445@example.com","Germany","01/31/2025 00:00:00"
"446","Customer 446","cust446@example.com","Denmark","01/28/2025 00:00:00"
"447","Customer 447","cust447@example.com","Spain","01/25/2025 00:00:00"
"448","Customer 448","cust448@example.com","Finland","01/22/2025 00:00:00"
"449","Customer 449","cust449@example.com","France","01/19/2025 00:00:00"
"450","Customer 450","cust450@example.com","United Kingdom","01/16/2025 00:00:00"
"451","Customer 451","cust451@example.com","India","01/13/2025 00:00:00"
"452","Customer 452","cust452@example.com","Italy","01/10/2025 00:00:00"
"453","Customer 453","cust453@example.com","Japan","01/07/2025 00:00:00"
"454","Customer 454","cust454@example.com","Mexico","01/04/2025 00:00:00"
"455","Customer 455","cust455@example.com","Netherlands","01/01/2025 00:00:00"
"456","Customer 456","cust456@example.com","Norway","12/29/2024 00:00:00"
"457","Customer 457","cust457@example.com","New Zealand","12/26/2024 00:00:00"
"458","Customer 458","cust458@example.com","Sweden","12/23/2024 00:00:00"
"459","Customer 459","cust459@example.com","United States","12/20/2024 00:00:00"
"460","Customer 460","cust460@example.com","South Africa","12/17/2024 00:00:00"
"461","Customer 461","cust461@example.com","Australia","12/14/2024 00:00:00"
"462","Customer 462","cust462@example.com","Belgium","12/11/2024 00:00:00"
"463","Customer 463","cust463@example.com","Brazil","12/08/2024 00:00:00"
"464","Customer 464","cust464@example.com","Canada","12/05/2024 00:00:00"
"465","Customer 465","cust465@example.com","Germany","12/02/2024 00:00:00"
"466","Customer 466","cust466@example.com","Denmark","11/29/2024 00:00:00"
"467","Customer 467","cust467@example.com","Spain","11/26/2024 00:00:00"
"468","Customer 468","cust468@example.com","Finland","11/23/2024 00:00:00"
"469","Customer 469","cust469@example.com","France","11/20/2024 00:00:00"
"470","Customer 470","cust470@example.com","United Kingdom","11/17/2024 00:00:00"
"471","Customer 471","cust471@example.com","India","11/14/2024 00:00:00"
"472","Customer 472","cust472@example.com","Italy","11/11/2024 00:00:00"
"473","Customer 473","cust473@example.com","Japan","11/08/2024 00:00:00"
"474","Customer 474","cust474@example.com","Mexico","11/05/2024 00:00:00"
"475","Customer 475","cust475@example.com","Netherlands","11/02/2024 00:00:00"
"476","Customer 476","cust476@example.com","Norway","10/30/2024 00:00:00"
"477","Customer 477","cust477@example.com","New Zealand","10/27/2024 00:00:00"
"478","Customer 478","cust478@example.com","Sweden","10/24/2024 00:00:00"
"479","Customer 479","cust479@example.com","United States","10/21/2024 00:00:00"
"480","Customer 480","cust480@example.com","South Africa","10/18/2024 00:00:00"
"481","Customer 481","cust481@example.com","Australia","10/15/2024 00:00:00"
"482","Customer 482","cust482@example.com","Belgium","10/12/2024 00:00:00"
"483","Customer 483","cust483@example.com","Brazil","10/09/2024 00:00:00"
"484","Customer 484","cust484@example.com","Canada","10/06/2024 00:00:00"
"485","Customer 485","cust485@example.com","Germany","10/03/2024 00:00:00"
"486","Customer 486","cust486@example.com","Denmark","09/30/2024 00:00:00"
"487","Customer 487","cust487@example.com","Spain","09/27/2024 00:00:00"
"488","Customer 488","cust488@example.com","Finland","09/24/2024 00:00:00"
"489","Customer 489","cust489@example.com","France","09/21/2024 00:00:00"
"490","Customer 490","cust490@example.com","United Kingdom","09/18/2024 00:00:00"
"491","Customer 491","cust491@example.com","India","09/15/2024 00:00:00"
"492","Customer 492","cust492@example.com","Italy","09/12/2024 00:00:00"
"493","Customer 493","cust493@example.com","Japan","09/09/2024 00:00:00"
"494","Customer 494","cust494@example.com","Mexico","09/06/2024 00:00:00"
"495","Customer 495","cust495@example.com","Netherlands","09/03/2024 00:00:00"
"496","Customer 496","cust496@example.com","Norway","08/31/2024 00:00:00"
"497","Customer 497","cust497@example.com","New Zealand","08/28/2024 00:00:00"
"498","Customer 498","cust498@example.com","Sweden","08/25/2024 00:00:00"
"499","Customer 499","cust499@example.com","United States","08/22/2024 00:00:00"
"500","Customer 500","cust500@example.com","South Africa","08/19/2024 00:00:00"
